STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,NLD,Netherlands,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-03,,133.33,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,NLD,Netherlands,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-04,,134.72,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,NLD,Netherlands,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-05,,134,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,NLD,Netherlands,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-06,,133.96,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,NLD,Netherlands,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-07,,135.69,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,NLD,Netherlands,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-08,,135.99,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-02,,129.9302,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-03,,130.607,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-04,,130.9393,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-05,,130.9024,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-06,,130.7916,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-07,,130.5578,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-08,,130.5209,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-09,,130.3609,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-10,,130.4593,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-11,,130.8531,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-12,,131.4315,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-01,,130.4347,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-02,,129.8071,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-03,,131.9484,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-04,,133.4867,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-05,,132.9944,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-06,,133.2406,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-07,,133.6467,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-08,,133.5359,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-09,,133.819,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-10,,128.3734,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-11,,128.8618,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IDN,Indonesia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-12,,129.3947,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-10,,152.9674,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-11,,152.8102,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-12,,152.8102,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-01,,152.9674,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-02,,154.2251,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-03,,155.4828,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-04,,155.7972,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-05,,156.1116,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-06,,156.2688,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-07,,156.8977,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-08,,157.0549,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-09,,157.2121,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-10,,157.2121,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-11,,157.0549,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-12,,157.2121,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-01,,157.6837,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-10,,113.9256,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-11,,114.133,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023-12,,114.2263,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-01,,114.5271,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-02,,114.7345,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-03,,114.6204,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-04,,114.9937,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-05,,115.1804,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-06,,115.3359,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-07,,115.4811,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-08,,115.5641,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-09,,115.7093,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-10,,116.0722,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-11,,116.3937,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024-12,,116.4352,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-01,,116.7878,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-02,,116.9848,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,IX,Index,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2025-03,,117.2855,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-11,,4.981132,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-12,,4.913076,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-01,,4.593373,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-02,,4.898267,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-03,,4.20105,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-04,,3.874814,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-05,,3.86043,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-06,,3.665689,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-07,,2.147459,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-08,,2.442529,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,IND,India,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2024-09,,4.218182,,A,Normal value,,,,,,,2,Two
